MetricID,Page,Group,Metric,Classification,RealSource,Formula,Unit,TimeWindow,OrgScoped,Joins,DrillDownSource,AttributionDependency,Status,Category(A/B/C/D),PlausibleExternalSource,DuplicateOf,Notes,StatusNorm,CategoryNorm
COPY-0565,CopyOS -> Client DNA,Profile,Content pillars,RAW,copy_clients.content_pillars (copy.tsx:1442-1448),N/A,text (free text),"None — snapshot of current row/record state, not time-windowed","RLS only — copy.tsx:33-40 useClients() query has no explicit org_id filter; relies on RLS policy ""members manage copy_clients"" (is_org_member) from supabase/migrations/20260606013236_...sql:20",None,None,N/A,LIVE,A,,,,LIVE,A
COPY-0566,CopyOS -> Client DNA,Profile,Proof/receipts,RAW,copy_clients.proof_assets (copy.tsx:1451-1457),N/A,text (free text),"None — snapshot of current row/record state, not time-windowed","RLS only — copy.tsx:33-40 useClients() query has no explicit org_id filter; relies on RLS policy ""members manage copy_clients"" (is_org_member) from supabase/migrations/20260606013236_...sql:20",None,None,N/A,LIVE,A,,"COPY-0559 (same field, boolean-badge vs. text-content views)",,LIVE,A
COPY-0567,CopyOS -> Client DNA,Profile,90-day goals,RAW,"copy_clients.goals, labeled ""His goals (next 90 days)"" in the UI (copy.tsx:1460-1465)",N/A,text (free text),"None — snapshot of current row/record state, not time-windowed","RLS only — copy.tsx:33-40 useClients() query has no explicit org_id filter; relies on RLS policy ""members manage copy_clients"" (is_org_member) from supabase/migrations/20260606013236_...sql:20",None,None,N/A,LIVE,A,,,,LIVE,A
COPY-0568,CopyOS -> Client DNA,Profile,Dream outcome,RAW,copy_clients.dream_outcome (copy.tsx:1468-1473),N/A,text (free text),"None — snapshot of current row/record state, not time-windowed","RLS only — copy.tsx:33-40 useClients() query has no explicit org_id filter; relies on RLS policy ""members manage copy_clients"" (is_org_member) from supabase/migrations/20260606013236_...sql:20",None,None,N/A,LIVE,A,,,,LIVE,A
COPY-0569,CopyOS -> Client DNA,Offer Configuration,Ticket tiers,RAW,"offer_tiers table (id/key/label/sort_order/is_active), read+written in TierEditor (copy.tsx:518-613); query at copy.tsx:215-227",N/A,list of records (label/key/order/active),"None — all rows for the org, no date filter in the query","copy.tsx:222,235,248,261 .eq(""org_id"", orgId!) explicit filter on offer_tiers/offers/offer_payment_plans/lead_classification_rules, additionally RLS-enforced (is_org_member for read, has_org_role admin/sales_manager/growth_ops for write) per supabase/migrations/20260904090000_client_dna_offer_config.sql","offer_tiers; referenced by offers.tier_key, lead_classification_rules.tier_key, and leads.ticket_tier via FK/lookup",Row itself; deleting a referenced tier archives it instead (is_active=false) after checking real reference counts across offers/lead_classification_rules/leads (copy.tsx:333-353),N/A,LIVE,A,,,Write access is RLS-gated to owner/admin/sales_manager/growth_ops (migration 20260904090000); all org members can read.,LIVE,A
COPY-0570,CopyOS -> Client DNA,Offer Configuration,Offers (price),RAW,offers.price_cents (copy.tsx:670-676),N/A,$,"None — all rows for the org, no date filter in the query","copy.tsx:222,235,248,261 .eq(""org_id"", orgId!) explicit filter on offer_tiers/offers/offer_payment_plans/lead_classification_rules, additionally RLS-enforced (is_org_member for read, has_org_role admin/sales_manager/growth_ops for write) per supabase/migrations/20260904090000_client_dna_offer_config.sql",offers -> offer_tiers (tier_key FK),Row itself,N/A,LIVE,A,,"COPY-0564 (unrelated field, same $ concept, different table)",,LIVE,A
COPY-0571,CopyOS -> Client DNA,Offer Configuration,pricing type,RAW,offers.pricing_type (copy.tsx:677-688),N/A,text (enum: single/mrr),"None — all rows for the org, no date filter in the query","copy.tsx:222,235,248,261 .eq(""org_id"", orgId!) explicit filter on offer_tiers/offers/offer_payment_plans/lead_classification_rules, additionally RLS-enforced (is_org_member for read, has_org_role admin/sales_manager/growth_ops for write) per supabase/migrations/20260904090000_client_dna_offer_config.sql",offers,Row itself,N/A,LIVE,A,,,,LIVE,A
COPY-0572,CopyOS -> Client DNA,Offer Configuration,active/inactive,STATUS,offers.is_active (copy.tsx:690-700),N/A,boolean,"None — all rows for the org, no date filter in the query","copy.tsx:222,235,248,261 .eq(""org_id"", orgId!) explicit filter on offer_tiers/offers/offer_payment_plans/lead_classification_rules, additionally RLS-enforced (is_org_member for read, has_org_role admin/sales_manager/growth_ops for write) per supabase/migrations/20260904090000_client_dna_offer_config.sql",offers,Row itself,N/A,LIVE,A,,,,LIVE,A
COPY-0573,CopyOS -> Client DNA,Offer Configuration,Payment plans (cadence),RAW,offer_payment_plans.cadence (copy.tsx:817-828),N/A,text (enum: single/weekly/biweekly/monthly/mrr/custom),"None — all rows for the org, no date filter in the query","copy.tsx:222,235,248,261 .eq(""org_id"", orgId!) explicit filter on offer_tiers/offers/offer_payment_plans/lead_classification_rules, additionally RLS-enforced (is_org_member for read, has_org_role admin/sales_manager/growth_ops for write) per supabase/migrations/20260904090000_client_dna_offer_config.sql",offer_payment_plans -> offers (offer_id FK),Row itself,N/A,LIVE,A,,,,LIVE,A
COPY-0574,CopyOS -> Client DNA,Offer Configuration,deposit,RAW,offer_payment_plans.deposit_cents (copy.tsx:829-835),N/A,$,"None — all rows for the org, no date filter in the query","copy.tsx:222,235,248,261 .eq(""org_id"", orgId!) explicit filter on offer_tiers/offers/offer_payment_plans/lead_classification_rules, additionally RLS-enforced (is_org_member for read, has_org_role admin/sales_manager/growth_ops for write) per supabase/migrations/20260904090000_client_dna_offer_config.sql",offer_payment_plans,Row itself,N/A,LIVE,A,,,,LIVE,A
COPY-0575,CopyOS -> Client DNA,Offer Configuration,installment,RAW,offer_payment_plans.installment_amount_cents (copy.tsx:836-842),N/A,$,"None — all rows for the org, no date filter in the query","copy.tsx:222,235,248,261 .eq(""org_id"", orgId!) explicit filter on offer_tiers/offers/offer_payment_plans/lead_classification_rules, additionally RLS-enforced (is_org_member for read, has_org_role admin/sales_manager/growth_ops for write) per supabase/migrations/20260904090000_client_dna_offer_config.sql",offer_payment_plans,Row itself,N/A,LIVE,A,,,,LIVE,A
COPY-0576,CopyOS -> Client DNA,Offer Configuration,# installments,RAW,offer_payment_plans.installment_count (copy.tsx:843-851),N/A,count,"None — all rows for the org, no date filter in the query","copy.tsx:222,235,248,261 .eq(""org_id"", orgId!) explicit filter on offer_tiers/offers/offer_payment_plans/lead_classification_rules, additionally RLS-enforced (is_org_member for read, has_org_role admin/sales_manager/growth_ops for write) per supabase/migrations/20260904090000_client_dna_offer_config.sql",offer_payment_plans,Row itself,N/A,LIVE,A,,,,LIVE,A
COPY-0577,CopyOS -> Client DNA,Offer Configuration,total contracted value,RAW,offer_payment_plans.total_contracted_value_cents (copy.tsx:852-858),"N/A — independently typed, NOT auto-computed as deposit + installment_amount*installment_count",$,"None — all rows for the org, no date filter in the query","copy.tsx:222,235,248,261 .eq(""org_id"", orgId!) explicit filter on offer_tiers/offers/offer_payment_plans/lead_classification_rules, additionally RLS-enforced (is_org_member for read, has_org_role admin/sales_manager/growth_ops for write) per supabase/migrations/20260904090000_client_dna_offer_config.sql",offer_payment_plans,Row itself,N/A,LIVE,A,,,Can silently drift from deposit+installments if an operator updates one field and forgets the other — no validation ties them together.,LIVE,A
COPY-0578,CopyOS -> Client DNA,Offer Configuration,Classification rules (threshold -> tier),RAW,"lead_classification_rules (priority/typeform_field_key/operator/threshold_cents/tier_key/is_active), copy.tsx:923-1083; consumed by src/routes/api/public/typeform.ts:138-155 to set leads.ticket_tier/ticket_tier_raw_value/ticket_tier_rule_id on real Typeform webhook ingestion","Evaluated in priority order; first rule whose typeform_field_key is present and whose operator(value, threshold_cents) is true wins — unmatched leads are left Unknown/Unclassified rather than guessed (copy.tsx:1053-1058)",list of rules (ordered),"None — all rows for the org, no date filter in the query","copy.tsx:222,235,248,261 .eq(""org_id"", orgId!) explicit filter on offer_tiers/offers/offer_payment_plans/lead_classification_rules, additionally RLS-enforced (is_org_member for read, has_org_role admin/sales_manager/growth_ops for write) per supabase/migrations/20260904090000_client_dna_offer_config.sql",lead_classification_rules -> offer_tiers (tier_key FK); consumed against leads via the Typeform webhook route,Row itself,N/A,LIVE,A,Typeform webhook (src/routes/api/public/typeform.ts) is the real external trigger that evaluates these rules,,"Confirmed genuinely wired end-to-end: this is real config that drives production lead classification, not just a form that writes to an unused table.",LIVE,A
FULF-0579,Fulfillment → Onboarding,Stat row,Total intakes,AGGREGATED,"public.onboarding_responses (org_id, client_id, responses jsonb, submitted_at) — src/routes/_authenticated.onboarding.tsx:538-548,606",total = responses?.length ?? 0 — onboarding.tsx:606,count,All-time (no date filter on the query),"Yes — .eq(""org_id"", orgId!) onboarding.tsx:543; RLS is_org_member() (migration 20260518151934...sql:107,196-201 loop)",None (client-side count of the fetched array),"Recent intakes list (same query, onboarding.tsx:916-963)",N/A,LIVE,A,N/A,None,Given unit=count is correct.,LIVE,A
FULF-0580,Fulfillment → Onboarding,Stat row,Submitted,AGGREGATED,Same onboarding_responses query — onboarding.tsx:607,submitted = responses.filter(r => r.submitted_at).length,count,All-time,Yes (same as above),None,Recent intakes list,N/A,LIVE,A,N/A,None,"submitted_at is set once at insert time (create mutation always sets it — onboarding.tsx:571) so in practice every row is 'submitted'; there is no separate draft/save-without-submit flow, making Pending (below) always ~0 in real usage.",LIVE,A
FULF-0581,Fulfillment → Onboarding,Stat row,Pending,DERIVED,Derived from Total/Submitted above — onboarding.tsx:648,total - submitted,count,All-time,Yes (inherits scope of Total/Submitted),None,None (no drill-down wired for this tile),N/A,LIVE,A,N/A,None,"Real subtraction, but see 0580 note — this is structurally always 0 today since every insert sets submitted_at.",LIVE,A
FULF-0582,Fulfillment → Onboarding,Stat row,Insight signals,DERIVED,onboarding.tsx:651,"submitted * QUESTIONS.length (32 questions in QUESTIONS array, onboarding.tsx:238-427)",count,All-time,Yes (inherits),None,None,N/A,LIVE,B,N/A,None,"Misleading label: this is NOT a count of AI-generated insights (those are only produced on-demand via the 'Analyze' button and never persisted) — it is submitted-intake-count × a fixed question-count multiplier (32, not the 38 implied by the metric list's earlier guess). A real, deterministic number, but not 'signals' in any AI/detection sense.",LIVE,B
FULF-0583,Fulfillment → Onboarding,Mechanism tags,Educational,AGGREGATED,"onboarding_responses.mechanism_signals jsonb — onboarding.tsx:609-627, mechanism keys from src/lib/content-mechanisms.ts:18 (MECHANISMS.educational)","mechanismTagCounts: per response, the MECHANISM_KEYS with the highest weight in mechanism_signals wins that response's tag; ties/zero go to Untagged — onboarding.tsx:609-627",count,All-time,"Yes — same onboarding_responses query, org_id-scoped",None,"None (tag counts only, no per-tag list view)",Content mechanism mix (feeds Content Signals per code comment onboarding.tsx:669),LIVE,A,N/A,None,"mechanism_signals is computed and stored at intake create/update time via mechanismSignalsFor() (onboarding.tsx:435-441,570,594), scoring first_touchpoint/pivotal_moment/join_sooner text against the 4 mechanisms with content-mechanisms.ts's scoreText().",LIVE,A
FULF-0584,Fulfillment → Onboarding,Mechanism tags,Credibility,AGGREGATED,Same as 0583 (content-mechanisms.ts:34),Same algorithm as 0583,count,All-time,Yes (same),None,None,Same as 0583,LIVE,A,N/A,None,Same mechanism as 0583.,LIVE,A
FULF-0585,Fulfillment → Onboarding,Mechanism tags,Authoritative,AGGREGATED,Same as 0583 (content-mechanisms.ts:50),Same algorithm as 0583,count,All-time,Yes (same),None,None,Same as 0583,LIVE,A,N/A,None,Same mechanism as 0583.,LIVE,A
FULF-0586,Fulfillment → Onboarding,Mechanism tags,Relatability,AGGREGATED,Same as 0583 (content-mechanisms.ts:66),Same algorithm as 0583,count,All-time,Yes (same),None,None,Same as 0583,LIVE,A,N/A,None,Same mechanism as 0583.,LIVE,A
FULF-0587,Fulfillment → Onboarding,Mechanism tags,Untagged,AGGREGATED,onboarding.tsx:609-627,Responses where every mechanism weight is 0 (no scorable keywords in the 3 scored answers),count,All-time,Yes (same),None,None,N/A,LIVE,A,N/A,None,Honest fallback bucket — not fabricated.,LIVE,A
FULF-0588,Fulfillment → Onboarding,Intake fields (32 real — not 28),first content touchpoint,RAW,"onboarding_responses.responses->>'first_touchpoint' — onboarding.tsx:243-246,1097-1153",Verbatim free-text answer,text (not count),Per-response (submission date),Yes (same query),None,Intake detail panel (onboarding.tsx:965-1157),Feeds mechanism scoring (0583-0587) and Themes tab (0621-0624),LIVE,A,N/A,None,"The metric list's given unit=count is wrong for every field in this group (588-618) — every one is a free-text answer, not a count. Real question count is 32 (13 sales + 16 fulfillment + 3 logistics, onboarding.tsx:238-427), not 28.",LIVE,A
FULF-0589,Fulfillment → Onboarding,Intake fields (32 real — not 28),decision moment,RAW,responses->>'pivotal_moment' — onboarding.tsx:249-252,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,Feeds 0583-0587 and 0621-0624,LIVE,A,N/A,None,Same pattern as 0588.,LIVE,A
FULF-0590,Fulfillment → Onboarding,Intake fields (32 real — not 28),hesitations,RAW,responses->>'objections_before' — onboarding.tsx:254-258,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,Feeds 0619 bottleneck analysis,LIVE,A,N/A,None,Same pattern as 0588.,LIVE,A
FULF-0591,Fulfillment → Onboarding,Intake fields (32 real — not 28),"""30 days sooner""",RAW,responses->>'join_sooner' — onboarding.tsx:259-264,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,Feeds 0619 bottleneck analysis,LIVE,A,N/A,None,Same pattern as 0588.,LIVE,A
FULF-0592,Fulfillment → Onboarding,Intake fields (32 real — not 28),why chose us,RAW,responses->>'why_us' — onboarding.tsx:265,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,Feeds 0624 (Desired identity theme),LIVE,A,N/A,None,Same pattern as 0588.,LIVE,A
FULF-0593,Fulfillment → Onboarding,Intake fields (32 real — not 28),#1 problem,RAW,responses->>'current_pain' — onboarding.tsx:266-271,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,"Also shown on Fulfillment page as ""Stated pain"" (FULF-0626) for the linked client",LIVE,A,N/A,DuplicateOf FULF-0626,Same underlying field re-displayed on the Fulfillment/Mentee Results page.,LIVE,A
FULF-0594,Fulfillment → Onboarding,Intake fields (32 real — not 28),12-month identity,RAW,responses->>'desired_identity' — onboarding.tsx:272-277,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,"Also shown as ""Desired identity"" on Fulfillment page (FULF-0627)",LIVE,A,N/A,DuplicateOf FULF-0627,Same field re-displayed elsewhere.,LIVE,A
FULF-0595,Fulfillment → Onboarding,Intake fields (32 real — not 28),tried-before,RAW,responses->>'tried_before' — onboarding.tsx:278-283,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,"Also shown as ""What they've tried"" (FULF-0628)",LIVE,A,N/A,DuplicateOf FULF-0628,Same field re-displayed elsewhere.,LIVE,A
FULF-0596,Fulfillment → Onboarding,Intake fields (32 real — not 28),biggest fear,RAW,responses->>'fear' — onboarding.tsx:284-289,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,"Also shown as ""Biggest fear"" (FULF-0629); feeds 0619 bottlenecks",LIVE,A,N/A,DuplicateOf FULF-0629,Same field re-displayed elsewhere.,LIVE,A
FULF-0597,Fulfillment → Onboarding,Intake fields (32 real — not 28),belief shift,RAW,responses->>'beliefs_shifted' — onboarding.tsx:290-295,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,"Also shown as ""Belief that shifted"" (FULF-0631); feeds 0620 double-down",LIVE,A,N/A,DuplicateOf FULF-0631,Same field re-displayed elsewhere.,LIVE,A
FULF-0598,Fulfillment → Onboarding,Intake fields (32 real — not 28),best content type,RAW,responses->>'content_type_helped' — onboarding.tsx:296-302 (choice: Reels/Stories/YouTube/DMs/Ads),Selected option value,text (categorical),Per-response,Yes,None,Intake detail panel,Feeds 0620 double-down analysis,LIVE,A,N/A,None,"Closed-choice field, not free text.",LIVE,A
FULF-0599,Fulfillment → Onboarding,Intake fields (32 real — not 28),experience level,RAW,responses->>'experience_level' — onboarding.tsx:303-309 (choice: Beginner/Intermediate/Advanced),Selected option value,text (categorical),Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,Closed-choice field.,LIVE,A
FULF-0600,Fulfillment → Onboarding,Intake fields (32 real — not 28),current monthly revenue,RAW,responses->>'current_revenue' — onboarding.tsx:314-317 (type: short text),Verbatim free-text answer,text — NOT parsed as $ despite the given unit=$,Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,"This is a plain <Input> free-text field (""or close estimate""), never coerced to a number/currency anywhere in the code — displaying it as $ would be misleading.",LIVE,A
FULF-0601,Fulfillment → Onboarding,Intake fields (32 real — not 28),target revenue (90d),RAW,responses->>'target_revenue_90d' — onboarding.tsx:319-323,Verbatim free-text answer,text — NOT parsed as $ despite the given unit=$,Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,"Same as 0600 — free text, not a numeric/currency field.",LIVE,A
FULF-0602,Fulfillment → Onboarding,Intake fields (32 real — not 28),single-outcome goal,RAW,responses->>'north_star_outcome' — onboarding.tsx:325-329,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0603,Fulfillment → Onboarding,Intake fields (32 real — not 28),30/60/90 success measure,RAW,responses->>'success_metric' — onboarding.tsx:331-335,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0604,Fulfillment → Onboarding,Intake fields (32 real — not 28),current offer,RAW,responses->>'current_offer' — onboarding.tsx:337-341,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0605,Fulfillment → Onboarding,Intake fields (32 real — not 28),audience size/platform,RAW,responses->>'audience_size' — onboarding.tsx:343-347,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0606,Fulfillment → Onboarding,Intake fields (32 real — not 28),funnel walkthrough,RAW,responses->>'current_funnel' — onboarding.tsx:349-353,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0607,Fulfillment → Onboarding,Intake fields (32 real — not 28),biggest bottleneck,RAW,responses->>'biggest_bottleneck' — onboarding.tsx:355-359,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0608,Fulfillment → Onboarding,Intake fields (32 real — not 28),team composition,RAW,responses->>'team_setup' — onboarding.tsx:361-365,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0609,Fulfillment → Onboarding,Intake fields (32 real — not 28),tools used,RAW,responses->>'tech_stack' — onboarding.tsx:367-371,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0610,Fulfillment → Onboarding,Intake fields (32 real — not 28),hours/week,RAW,responses->>'weekly_hours' — onboarding.tsx:373-378 (choice: <5/5-10/10-20/20-40/40+),Selected option value,text (categorical),Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,Closed-choice field.,LIVE,A
FULF-0611,Fulfillment → Onboarding,Intake fields (32 real — not 28),learning style,RAW,responses->>'learning_style' — onboarding.tsx:380-385,Selected option value,text (categorical),Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,Closed-choice field.,LIVE,A
FULF-0612,Fulfillment → Onboarding,Intake fields (32 real — not 28),accountability preference,RAW,responses->>'accountability_pref' — onboarding.tsx:387-398,Selected option value,text (categorical),Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,Closed-choice field.,LIVE,A
FULF-0613,Fulfillment → Onboarding,Intake fields (32 real — not 28),personal factors,RAW,responses->>'blockers_personal' — onboarding.tsx:400-404,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0614,Fulfillment → Onboarding,Intake fields (32 real — not 28),what's working,RAW,responses->>'wins_so_far' — onboarding.tsx:406-410,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0615,Fulfillment → Onboarding,Intake fields (32 real — not 28),non-negotiables,RAW,responses->>'non_negotiables' — onboarding.tsx:412-416,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0616,Fulfillment → Onboarding,Intake fields (32 real — not 28),time zone,RAW,responses->>'timezone' — onboarding.tsx:419,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0617,Fulfillment → Onboarding,Intake fields (32 real — not 28),best contact method,RAW,responses->>'best_contact' — onboarding.tsx:420,Verbatim free-text answer,text,Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0618,Fulfillment → Onboarding,Intake fields (32 real — not 28),start date,RAW,responses->>'kickoff_date' — onboarding.tsx:421-426,Verbatim free-text answer,text — not a date-typed field,Per-response,Yes,None,Intake detail panel,N/A,LIVE,A,N/A,None,"Rendered with a plain <Input> (short text), not a date picker — answers aren't guaranteed to be ISO dates.",LIVE,A
FULF-0619,Fulfillment → Onboarding,Pattern analysis,Bottlenecks across N intakes,DERIVED (AI),"src/lib/intake-insights.functions.ts:95-170 analyzeIntakesAggregate — Lovable AI Gateway (gemini-2.5-flash), reading onboarding_responses.responses for objections_before/join_sooner/fear across all intakes in the selected range",AI summarizes recurring friction patterns across BOTTLENECK_KEYS answers in the date range; onSuccess shown at onboarding.tsx:858-883,count (sampleSize) + qualitative list,User-selected range (Today/3d/7d/30d/MTD/All/Custom) — onboarding.tsx:486-510,"Yes — .eq(""org_id"", m.org_id) intake-insights.functions.ts:120",None beyond the range filter,"None (AI prose only, no per-item drilldown)",N/A,LIVE,A,N/A,None,"Real Gemini call; throws a raw Error (not a graceful ""AI not configured"" string) if LOVABLE_API_KEY is unset — intake-insights.functions.ts:31, less graceful than daily-wins' equivalent (FULF-0639).",LIVE,A
FULF-0620,Fulfillment → Onboarding,Pattern analysis,Double down across N intakes,DERIVED (AI),Same function as 0619 — DOUBLE_DOWN_KEYS (first_touchpoint/pivotal_moment/beliefs_shifted/content_type_helped),Same AI call as 0619,count + qualitative list,Same range as 0619,Yes (same),None,None,N/A,LIVE,A,N/A,None,Same AI call as 0619 (one request returns both lists).,LIVE,A
FULF-0621,Fulfillment → Onboarding,Themes tab,Pain points,AGGREGATED,"onboarding.tsx:1170-1213,1221-1246 topPhrases() over responses.current_pain + tried_before","2-word (bigram) phrase frequency count across all responses, stopword-filtered, phrases with count>=2 kept, top 15 shown — onboarding.tsx:184-205",count (per phrase),All-time (all fetched responses),Yes (inherits main query scope),None,None (word-cloud only),N/A,LIVE,A,N/A,None,"Deterministic client-side n-gram counter, not AI — real, no fabrication.",LIVE,A
FULF-0622,Fulfillment → Onboarding,Themes tab,Pivotal moments,AGGREGATED,onboarding.tsx:1228-1233 — pivotal_moment + beliefs_shifted,Same topPhrases() algorithm as 0621,count,All-time,Yes,None,None,N/A,LIVE,A,N/A,None,Same mechanism as 0621.,LIVE,A
FULF-0623,Fulfillment → Onboarding,Themes tab,Objections,AGGREGATED,onboarding.tsx:1234-1239 — objections_before + fear,Same topPhrases() algorithm as 0621,count,All-time,Yes,None,None,N/A,LIVE,A,N/A,None,Same mechanism as 0621.,LIVE,A
FULF-0624,Fulfillment → Onboarding,Themes tab,Desired identity,AGGREGATED,onboarding.tsx:1240-1245 — desired_identity + why_us,Same topPhrases() algorithm as 0621,count,All-time,Yes,None,None,N/A,LIVE,A,N/A,None,Same mechanism as 0621.,LIVE,A
FULF-0625,Fulfillment,Mentee summary,Pre-close summary,RAW,"public.clients.pre_close_summary — src/routes/_authenticated.fulfillment.tsx:30,54,208-217; written by AI via generatePreCloseFn (src/lib/pre-close.functions.ts) triggered from mentee-renewal-panel.tsx:989-1006","Stored text, generated once (or re-generated) by an AI call elsewhere, displayed verbatim here",text,Point-in-time (whenever last generated),"Yes — .eq(""org_id"", orgId!).eq(""status"",""active"") fulfillment.tsx:55-56",clients ⋈ (none needed here),None,N/A,LIVE,A,N/A,None,"Given type=RAW unit=count is wrong — it's free text, no count semantics.",LIVE,A
FULF-0626,Fulfillment,Mentee summary,Stated pain,RAW,"onboarding_responses.responses->>'current_pain' for the most recent submission by client_id — fulfillment.tsx:63-76,106,220",Latest onboarding response for the selected client,text,Latest submission,"Yes — .eq(""org_id"", orgId!).eq(""client_id"", selected!) fulfillment.tsx:70-71",onboarding_responses ⋈ clients (by client_id),None,N/A,LIVE,A,N/A,DuplicateOf FULF-0593,"Same field as Onboarding's """"#1 problem.""""",LIVE,A
FULF-0627,Fulfillment,Mentee summary,Desired identity,RAW,Same query as 0626 — responses->>'desired_identity',Latest onboarding response,text,Latest submission,Yes (same),Same join,None,N/A,LIVE,A,N/A,DuplicateOf FULF-0594,"Same field as Onboarding's """"12-month identity.""""",LIVE,A
FULF-0628,Fulfillment,Mentee summary,What they've tried,RAW,Same query — responses->>'tried_before',Latest onboarding response,text,Latest submission,Yes,Same join,None,N/A,LIVE,A,N/A,DuplicateOf FULF-0595,"Same field as Onboarding's """"tried-before.""""",LIVE,A
FULF-0629,Fulfillment,Mentee summary,Biggest fear,RAW,Same query — responses->>'fear',Latest onboarding response,text,Latest submission,Yes,Same join,None,N/A,LIVE,A,N/A,DuplicateOf FULF-0596,"Same field as Onboarding's """"biggest fear.""""",LIVE,A
FULF-0630,Fulfillment,Mentee summary,Pivotal moment,RAW,Same query — responses->>'pivotal_moment',Latest onboarding response,text,Latest submission,Yes,Same join,None,N/A,LIVE,A,N/A,DuplicateOf FULF-0589,"Same field as Onboarding's """"decision moment.""""",LIVE,A
FULF-0631,Fulfillment,Mentee summary,Belief that shifted,RAW,Same query — responses->>'beliefs_shifted',Latest onboarding response,text,Latest submission,Yes,Same join,None,N/A,LIVE,A,N/A,DuplicateOf FULF-0597,"Same field as Onboarding's """"belief shift.""""",LIVE,A
FULF-0632,Fulfillment,Mentee summary,Progress checkpoints,EVENT,"public.daily_wins filtered by client_id — fulfillment.tsx:81-100 (win_date, win_description, win_types, financial_amount_cents, energy_score, blocker)","One card per real daily_wins row for the selected client, ordered by win_date desc — ProgressCheckpoints/CheckpointCard, fulfillment.tsx:253-335",count (list of dated entries),All-time for that client (no range filter on this query),"Yes — .eq(""org_id"", orgId!).eq(""client_id"", selected!) fulfillment.tsx:94-95","daily_wins ⋈ clients (by client_id, not fuzzy name-match)",Each checkpoint card is itself the drill-down record,N/A,LIVE,A,N/A,None,"Deliberately uses the real client_id FK, not the fuzzy student_name matching DailyWinsPanel uses (code comment fulfillment.tsx:78-80).",LIVE,A
FULF-0633,Fulfillment,Daily Wins panel,Logs,AGGREGATED,public.daily_wins — src/components/daily-wins-panel.tsx:131-144,"rows.length (daily_wins rows in the selected day-range, optionally filtered by studentName)",count,"User-selected range (Today/3d/7d/30d/90d) — daily-wins-panel.tsx:62-68,90-96","Yes — .eq(""org_id"", orgId!) daily-wins-panel.tsx:136",None,"Win cards list below the stat row, same query",N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0634,Fulfillment,Daily Wins panel,Financial wins,AGGREGATED,Same query as 0633,rows.filter(w => win_types.includes('financial')).length — daily-wins-panel.tsx:148,count,Same range as 0633,Yes (same),None,Same win cards list,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0635,Fulfillment,Daily Wins panel,Cash logged,AGGREGATED,Same query as 0633,sum(financial_amount_cents) — daily-wins-panel.tsx:147,$,Same range as 0633,Yes (same),None,Same win cards list,N/A,LIVE,A,N/A,None,None.,LIVE,A
