MetricID,Page,Group,Metric,OriginalStatus,FinalStatus,ChangeType,Phase,Note
FULF-0737,Fulfillment → VSL Analytics,FAQ Videos tab,per-video clicks/plays/% watched,PARTIALLY CONNECTED,PARTIALLY CONNECTED,metadata-only,Phase 1/4 (Unit/Classification correction),
OPSW-0738,Ops → Webinar Analytics,Executive KPIs,Total Leads,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0739,Ops → Webinar Analytics,Executive KPIs,Show-up Rate,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0740,Ops → Webinar Analytics,Executive KPIs,Live at Pitch,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0741,Ops → Webinar Analytics,Executive KPIs,Total Revenue,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0742,Ops → Webinar Analytics,Executive KPIs,Cash Collected,NOT AVAILABLE,NOT AVAILABLE,unchanged,,
OPSW-0743,Ops → Webinar Analytics,Executive KPIs,Ad Cash Collected,NOT AVAILABLE,NOT AVAILABLE,unchanged,,
OPSW-0744,Ops → Webinar Analytics,Executive KPIs,Ad Total Revenue,NOT AVAILABLE,NOT AVAILABLE,unchanged,,
OPSW-0745,Ops → Webinar Analytics,Executive KPIs,Ad Spend,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0746,Ops → Webinar Analytics,Executive KPIs,ROAS,NEEDS INTEGRATION,NEEDS INTEGRATION,correctness-fix-no-status-change,Phase 2 Task 7,"Correctness fix only (unified spend source) — still blocked on webinar ingestion, NOT promoted to LIVE."
OPSW-0747,Ops → Webinar Analytics,Acquisition efficiency,Lead Capture Investment,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0748,Ops → Webinar Analytics,Acquisition efficiency,Impressions,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0749,Ops → Webinar Analytics,Acquisition efficiency,Clicks,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0750,Ops → Webinar Analytics,Acquisition efficiency,CTR,NEEDS INTEGRATION,NEEDS INTEGRATION,metadata-only,Phase 1/4 (Unit/Classification correction),
OPSW-0751,Ops → Webinar Analytics,Acquisition efficiency,CPC,NEEDS INTEGRATION,NEEDS INTEGRATION,metadata-only,Phase 1/4 (Unit/Classification correction),
OPSW-0752,Ops → Webinar Analytics,Acquisition efficiency,CPL,NEEDS INTEGRATION,NEEDS INTEGRATION,metadata-only,Phase 1/4 (Unit/Classification correction),
OPSW-0753,Ops → Webinar Analytics,Acquisition efficiency,CPA,NEEDS INTEGRATION,NEEDS INTEGRATION,metadata-only,Phase 1/4 (Unit/Classification correction),
OPSW-0754,Ops → Webinar Analytics,Acquisition efficiency,ROAS,NEEDS INTEGRATION,NEEDS INTEGRATION,correctness-fix-no-status-change,Phase 2 Task 7,"Correctness fix only (unified spend source) — still blocked on webinar ingestion, NOT promoted to LIVE."
OPSW-0755,Ops → Webinar Analytics,Paid vs organic,Total Leads,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0756,Ops → Webinar Analytics,Paid vs organic,Paid Leads,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0757,Ops → Webinar Analytics,Paid vs organic,Organic Leads,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0758,Ops → Webinar Analytics,Paid vs organic,Cost per Paid Lead,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0759,Ops → Webinar Analytics,Traffic analytics,Visitors,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0760,Ops → Webinar Analytics,Traffic analytics,Sign up rate,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0761,Ops → Webinar Analytics,Traffic analytics,Registrants,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0762,Ops → Webinar Analytics,Traffic analytics,Show up rate,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0763,Ops → Webinar Analytics,Traffic analytics,Live attendees,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0764,Ops → Webinar Analytics,Traffic analytics,Replay share,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0765,Ops → Webinar Analytics,Traffic analytics,Replay attendees,NOT AVAILABLE,NOT AVAILABLE,unchanged,,
OPSW-0766,Ops → Webinar Analytics,Key metrics,Live attendees,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0767,Ops → Webinar Analytics,Key metrics,Session length,NOT AVAILABLE,NOT AVAILABLE,unchanged,,
OPSW-0768,Ops → Webinar Analytics,Key metrics,Avg time on live room,NOT AVAILABLE,NOT AVAILABLE,unchanged,,
OPSW-0769,Ops → Webinar Analytics,Key metrics,Saw full webinar,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0770,Ops → Webinar Analytics,Key metrics,Sales,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0771,Ops → Webinar Analytics,Key metrics,Revenue,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0772,Ops → Webinar Analytics,Audience retention,Registered,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0773,Ops → Webinar Analytics,Audience retention,Live attendees,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0774,Ops → Webinar Analytics,Audience retention,At pitch,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0775,Ops → Webinar Analytics,Audience retention,Retention,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0776,Ops → Webinar Analytics,Closing & return,Deposits,NEEDS INTEGRATION,NEEDS INTEGRATION,metadata-only,Phase 1/4 (Unit/Classification correction),
OPSW-0777,Ops → Webinar Analytics,Closing & return,Sales,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0778,Ops → Webinar Analytics,Closing & return,Contracted revenue,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0779,Ops → Webinar Analytics,Closing & return,Core offer revenue,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0780,Ops → Webinar Analytics,Closing & return,Refunds,NEEDS INTEGRATION,NEEDS INTEGRATION,metadata-only,Phase 1/4 (Unit/Classification correction),
OPSW-0781,Ops → Webinar Analytics,Closing & return,Order bump revenue,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0782,Ops → Webinar Analytics,Closing & return,Upsell revenue,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0783,Ops → Webinar Analytics,Closing & return,ROAS,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0784,Ops → Webinar Analytics,Closing & return,Net profit,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0785,Ops → Webinar Analytics,During/after pitch,During-pitch sales/revenue,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0786,Ops → Webinar Analytics,During/after pitch,After-pitch sales/revenue,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0787,Ops → Webinar Analytics,During/after pitch,After-pitch conversion,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0788,Ops → Webinar Analytics,During/after pitch,Unclassified sales/revenue,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0789,Ops → Webinar Analytics,Compare webinars table,Paid/Organic/Total leads,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0790,Ops → Webinar Analytics,Compare webinars table,Capture conversion,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0791,Ops → Webinar Analytics,Compare webinars table,Show-up rate,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0792,Ops → Webinar Analytics,Compare webinars table,Live attendees,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0793,Ops → Webinar Analytics,Compare webinars table,Pitch attendees,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0794,Ops → Webinar Analytics,Compare webinars table,Deposits,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0795,Ops → Webinar Analytics,Compare webinars table,Total sales,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0796,Ops → Webinar Analytics,Compare webinars table,Revenue,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
OPSW-0797,Ops → Webinar Analytics,Compare webinars table,ROAS,NEEDS INTEGRATION,NEEDS INTEGRATION,unchanged,,
